#Digilent WaveForms Impedance Analyzer
#Device Name: DY_Discovery1
#Serial Number: SN:210244704387
#Date Time: 
#Digilent WaveForms Impedance Analyzer Trace#Trace: Trace
#Start: 1000 Hz
#Stop: 3000 Hz
#Steps: 2001
#Resistor: 1000 ¦¸
#Average: 1
#ProbeResistance: 1.041e+06 ¦¸
#ProbeCapacitance: 4.5e-11 F
#Compensation:none
#Wavegen: Wavegen1
#Amplitude: 1 V
#Offset: 0 V
#Amplification: 1 X
#Settle: 0.01 s
#MinPeriods: 16
#Scale: Logarithmic
#ScopeC
#SChannel: 1 
#Range: 5.48591 V
#Offset: -0.000257542 V
#Attenuation: 1 X
#ScopeC
#SChannel: 2 
#Range: 5.5047 V
#Offset: -0.000259064 V
#Attenuation: 1 X

Frequency (Hz)	Trace < (deg)	Trace th (deg)	Trace |Z| (Ohm)	Trace Rs (Ohm)	Trace Xs (Ohm)
1330.612277140993	-89.08129546964652	-89.11424437071038	15524.07417106177	239.9825693892746	-15522.21914659809
1331.343391424954	-89.10137707880625	-89.1343440838718	15512.15787492149	234.3572333750681	-15510.38744273184
1332.074907424805	-89.0940032833378	-89.12698840235235	15507.11593532772	236.2716476445219	-15505.31587360329
1332.806825361273	-89.08552337179826	-89.11852661471468	15479.68506736346	238.1395673543046	-15477.85318870855
1333.539145455203	-89.05755308765205	-89.09057446442864	15466.31001378919	245.478232376555	-15464.3617999601
1334.271867927566	-89.05863369986785	-89.09167322046839	15444.34453491694	244.83346306223	-15442.40378595844
1335.00499299945	-89.05441895380429	-89.087476628198	15431.82204084276	245.76509973247	-15429.86490595409
1335.738520892066	-89.08216137290482	-89.11523721106646	15410.45825764522	237.9592052594239	-15408.62093528354
1336.472451826747	-89.07856611130291	-89.11166012321263	15389.53839701497	238.5968571533587	-15387.68870275697
1337.206786024947	-89.08535001792305	-89.11846221356659	15378.32263741871	236.5974905024283	-15376.50248814836
1337.941523708243	-89.06599580694822	-89.09912619631673	15359.7216637881	241.4942403627587	-15357.82309186146
1338.676665098332	-89.05022261961909	-89.08337121270924	15341.71075590691	245.4291394844635	-15339.74750298719
1339.412210417034	-89.05471318787725	-89.08787999469121	15316.15681618928	243.8152178912159	-15314.21606735474
1340.148159886289	-89.08533540578057	-89.11852043632595	15301.26217785699	235.396358347718	-15299.45138853003
1340.884513728162	-89.08753576054541	-89.12073902483537	15286.51376368672	234.5776175329088	-15284.71381442048
1341.621272164838	-89.05546554790872	-89.08868705596196	15273.48677815041	242.9208478182022	-15271.55485941201
1342.358435418624	-89.08237530733948	-89.11561506918011	15263.95968721326	235.5964089537328	-15262.14138530238
1343.096003711949	-89.0757295829022	-89.1089876085599	15235.11384813066	236.9132282202338	-15233.27168036456
1343.833977267367	-89.06528053706748	-89.09855683657743	15225.42938715842	239.5341006112067	-15223.54503517468
1344.57235630755	-89.09230990755023	-89.12560449095309	15197.87245625782	231.9269535674532	-15196.1026939439
1345.311141055296	-89.04598216885583	-89.07929504619786	15177.49303302532	243.8816915693046	-15175.53348281534
1346.050331733522	-89.05261882747129	-89.08595000880416	15176.69308299885	242.1062751938898	-15174.76185931946
1346.789928565272	-89.03393215629596	-89.06728165167698	15148.02897515829	246.5839658033789	-15146.02185988267
1347.529931773707	-89.06261268804029	-89.09598050753219	15133.62317047481	238.7701644382764	-15131.73945964264
1348.270341582116	-89.03783343145274	-89.07121958512383	15108.33789479484	244.8996053874979	-15106.35290619727
1349.011158213906	-89.06992776337933	-89.10333226130346	15107.53202125838	236.4202693342774	-15105.68201802206
1349.752381892611	-89.03748276091184	-89.07090561316838	15084.97583253911	244.603568945317	-15082.99257317156
1350.494012841885	-89.06134087208338	-89.09478208875721	15057.50620632701	237.8841407967258	-15055.62699754261
1351.236051285505	-89.07155074128102	-89.10501033246264	15043.91884656145	234.9842257957341	-15042.08352175835
1351.978497447372	-89.02713856465594	-89.06061654044133	15032.74050342168	246.4557642685993	-15030.7200958395
1352.721351551511	-89.06041507731462	-89.09391144780534	15012.85840323674	237.4068781878097	-15010.98116079775
1353.464613822067	-89.02101813431986	-89.05453290962299	14992.37485726204	247.3856515073445	-14990.33369208609
1354.20828448331	-89.04899827454892	-89.08253146477709	14970.30194631795	239.7069062333211	-14968.38271033431
1354.952363759634	-89.00331209797122	-89.03686371324262	14955.01098772028	251.3803902084028	-14952.89809843741
1355.696851875556	-89.08042645702668	-89.1139965074651	14939.40145845085	231.0088886552014	-14937.61529930817
1356.441749055714	-89.02919318198192	-89.0627816777167	14929.99039560795	244.2071069890192	-14927.99303663562
1357.187055524872	-89.058470977681	-89.092077928847	14902.89531369931	236.1448161854817	-14901.02427207169
1357.932771507918	-89.03138785842471	-89.06501327516239	14886.16874222418	242.9106043829942	-14884.18671813312
1358.67889722986	-89.03053675653196	-89.06418064898737	14876.60252087976	242.97066299452	-14874.61824119093
1359.425432915834	-89.01773975079786	-89.05140212912261	14857.59958801257	245.9735009029634	-14855.56335365862
1360.172378791096	-89.0474728248999	-89.08115369925116	14835.2176223708	237.9006040190911	-14833.30998818904
1360.919735081028	-89.04226626664408	-89.0759656471846	14822.27648265839	239.0350399201447	-14820.3489290252
1361.667502011136	-89.0155518229665	-89.04926971986465	14802.08412562848	245.6052420508771	-14800.04636909154
1362.415679807048	-89.06148753117189	-89.09522395460162	14783.01358436672	233.4336106324157	-14781.17043352785
1363.164268694518	-89.01309848968451	-89.04685344982532	14764.19803852377	245.599160772579	-14762.15515339739
1363.913268899422	-89.04378311316042	-89.07755662019744	14743.91377110442	237.3619529475551	-14742.00300478383
1364.662680647762	-89.05161665636263	-89.08540872048658	14737.31100674585	235.2362398724905	-14735.43347245011
1365.412504165664	-89.03902510923682	-89.07283574064401	14717.66145893565	238.1518196952748	-14715.73452229333
1366.162739679377	-88.97438370635413	-89.0082129152465	14693.06788355337	254.3235708688294	-14690.86666442821
1366.913387415275	-89.03351589170815	-89.06736368829316	14668.04928381702	238.7497194858708	-14666.10610775506
1367.664447599857	-89.01385710082444	-89.04772349531528	14659.09315146212	243.6281944012047	-14657.06851065848
1368.415920459745	-89.02857893887385	-89.06246394148926	14643.29261792142	239.5988383147896	-14641.33228537451
1369.167806221687	-89.041666969765	-89.07557059072931	14621.3231828551	235.8951191798294	-14619.42013590974
1369.920105112554	-89.03473999959978	-89.06866224914299	14608.4051201449	237.4478565837764	-14606.47523085839
1370.672817359343	-89.02784015495092	-89.0617810433086	14588.21412476813	238.8714751622446	-14586.25831968015
1371.425943189176	-89.03593366333909	-89.06989320075247	14573.90902673623	236.5740835134683	-14571.98878062269
1372.179482829298	-89.01952949453965	-89.05350769125559	14549.62617953581	240.3402670274065	-14547.64099503005
1372.933436507081	-89.00618972955765	-89.0401865958286	14533.36048829786	243.4500744726052	-14531.32131445922
1373.687804450021	-89.02635803049948	-89.06037357658361	14517.97285380731	238.0779101368923	-14516.02062180234
1374.442586885738	-88.99393247592093	-89.02796671208192	14501.36055353173	246.0064098619177	-14499.27373180577
1375.197784041979	-89.00108591870254	-89.03513885520982	14476.50802635393	243.7729280560992	-14474.45540932842
1375.953396146614	-89.00226016378001	-89.03633181090859	14471.68502531829	243.3904401865546	-14469.63816291366
1376.709423427639	-89.00946458158239	-89.04355494961297	14449.64840102675	241.1984435608758	-14447.63517756864
1377.465866113178	-89.01046494276004	-89.04457404197892	14434.34074807197	240.6862220962841	-14432.33394063288
1378.222724431476	-88.98893657663668	-89.02306441733583	14412.73569444588	245.7359375593425	-14410.64065359157
1378.979998610905	-88.98074430676834	-89.0148908992454	14391.70428937906	247.4300986555642	-14389.57715498308
1379.737688879964	-89.01576368268596	-89.04992903724423	14384.66396686896	238.5136459375178	-14382.6864208478
1380.495795467276	-89.02151434297299	-89.05569846992141	14361.34954819191	236.6811400250359	-14359.39911289147
1381.25431860159	-89.00204735410102	-89.03625026375423	14339.56208045808	241.1887511241676	-14337.53356214528
1382.01325851178	-88.98139507547417	-89.01561677815239	14327.72896519762	246.1487088239398	-14325.61440613656
1382.772615426847	-88.9920718398879	-89.02631234591715	14311.8556197909	243.204761425769	-14309.78905245497
1383.532389575918	-89.02286662662884	-89.0571259463407	14293.46257101453	235.2062724356324	-14291.527219944
1384.292581188244	-88.98001467147041	-89.01429281520224	14272.61499105993	245.5316130824307	-14270.50289618434
1385.053190493204	-88.99165792675358	-89.02595490484831	14255.89745360898	242.3427739236244	-14253.83745479588
1385.814217720301	-89.00563279613037	-89.03994861893666	14238.08288219441	238.5629729752532	-14236.08414797281
1386.575663099167	-89.00249035581797	-89.03682503369019	14218.64407677331	239.0123169472761	-14216.63506228911
1387.337526859557	-88.99262888284886	-89.02698242614707	14198.06247033644	241.1050235234252	-14196.01515493724
1388.099809231354	-88.97568578767685	-89.01005820676677	14187.00005692299	245.1071554445181	-14184.88255494147
1388.862510444567	-88.99019092686551	-89.02458223211853	14165.0902950538	241.1384131830515	-14163.03764496568
1389.625630729332	-88.99434066600358	-89.02875086779687	14150.99503684201	239.8690364009258	-14148.96191874525
1390.389170315909	-88.96696031647092	-89.00138942518731	14140.44678658369	246.4419702180355	-14138.29910843309
1391.153129434689	-89.02639651100802	-89.06084453703603	14110.95697135138	231.2873481064649	-14109.06137239243
1391.917508316185	-88.9790842302469	-89.01355118398081	14098.98029913494	242.7270465571439	-14096.89075847099
1392.682307191039	-88.99421231165492	-89.02869820349464	14090.50947924713	238.8567145139065	-14088.48483175835
1393.44752629002	-88.9684053359467	-89.00291017629789	14068.02990724637	244.8065386247071	-14065.89973054781
1394.213165844021	-88.99481909075487	-89.02934289002896	14043.08016789182	237.894723003196	-14041.06501311791
1394.979226084067	-88.95582501345937	-88.99036778207345	14033.24863855276	247.2727804863397	-14031.0699350931
1395.745707241305	-88.97483732293978	-89.00939907131668	14016.59499312084	242.3243109106751	-14014.500138411
1396.512609547011	-88.99619785620948	-89.03077859477771	13995.31824473158	236.7349779207527	-13993.31588014597
1397.279933232589	-88.98348388801959	-89.0180836272135	13978.16429223228	239.5414923944895	-13976.11165002838
1398.047678529568	-88.97746914535848	-89.01208789561807	13962.82651751153	240.7395791814489	-13960.75101178797
1398.815845669606	-88.96137858398136	-88.99601635575237	13942.35843548889	244.2969381112224	-13940.21799505581
1399.584434884487	-88.95365503142283	-88.98831183515678	13923.53144184151	245.8390501761682	-13921.36095981128
1400.353446406124	-88.96138469386231	-88.99606054001643	13900.27774371903	243.5488857436931	-13898.14395136213
1401.122880466555	-88.94421155934238	-88.97890645837964	13895.85668134589	247.6311268733697	-13893.65005077891
1401.892737297948	-88.96353249308153	-88.99824645547068	13873.42433157478	242.5491732241692	-13871.30392510017
1402.663017132598	-88.99009308099963	-89.02482611721517	13862.88272094125	235.9348037416885	-13860.87486787738
1403.433720202926	-88.99257312077205	-89.02732524129419	13837.80361270492	234.9044887105959	-13835.80965122652
1404.204846741482	-88.95727528108753	-88.99204649640227	13820.76668785571	243.1238702872652	-13818.62810208881
1404.976396980944	-88.96901843920908	-89.00380875980817	13804.90883199919	240.0113321784535	-13802.82226286476
1405.748371154117	-88.95997123680758	-88.99478067318859	13777.25931775271	241.7011687476705	-13775.13901394936
1406.520769493935	-88.95291997659311	-88.9877485392593	13761.8678450129	243.1199344630564	-13759.72017451906
1407.293592233458	-88.93471532668903	-88.96956302614947	13749.34633409733	247.2620359495172	-13747.12282990641
1408.066839605877	-88.97747613881832	-89.01234298558785	13733.25734205694	236.7203367976499	-13731.21701471895
1408.84051184451	-88.97081710351047	-89.00570310810971	13716.22717538344	238.0160921928167	-13714.16188713639
1409.6146091828	-88.92996676271464	-88.96487193566999	13700.99043204286	247.5140112464571	-13698.75452853896
1410.389131854323	-88.96329328744339	-88.99821763928703	13683.31068510101	239.2322958275813	-13681.2192151735
1411.164080092781	-88.96242701586075	-88.99737055713062	13669.41131464394	239.1913488038105	-13667.31843441035
1411.939454132005	-88.93826266351422	-88.9732254047541	13647.15586854673	244.5520954165076	-13644.96455008355
1412.715254205954	-88.94853619856281	-88.98351815032225	13632.14646838153	241.8346115531351	-13630.00122362658
1413.491480548715	-88.97512023394043	-89.0101214067748	13619.14656278451	235.2813961177388	-13617.11407616335
1414.268133394506	-88.95254808466785	-88.98756848913827	13596.9362986472	240.2489417423458	-13594.81361238401
1415.045212977671	-88.96544378363751	-89.00048343031094	13578.32944927243	236.859975244275	-13576.26340290679
1415.822719532684	-88.96078898598552	-88.99584788543469	13566.76486373688	237.7557013457681	-13564.6813856575
1416.600653294147	-88.92822387887939	-88.96330204168289	13546.96876860812	245.1026705541312	-13544.75128965205
1417.379014496793	-88.94049465321474	-88.97559208995695	13518.70533045409	241.6919879920858	-13516.54463221234
1418.157803375482	-88.92487220650693	-88.95998892777804	13504.8540951806	245.1214844847878	-13502.62935838647
1418.937020165203	-88.95627953173437	-88.99141554813038	13499.75452571408	237.6255191194233	-13497.66299650428
1419.716665101076	-88.93208930020192	-88.96724462232469	13476.97900807332	242.9091460736634	-13474.78973234101
1420.496738418348	-88.93975948115428	-88.97493411961145	13458.45015204802	240.7692542690913	-13456.29632036096
1421.277240352396	-88.93760318676948	-88.97279715217452	13443.45018089348	241.0022290163739	-13441.28977039681
1422.058171138727	-88.93354143844063	-88.96875474141288	13422.47875212803	241.5731203009853	-13420.30470141704
1422.839531012977	-88.92836091245464	-88.96359356361924	13404.2432097147	242.4521749171457	-13402.05032702312
1423.621320210911	-88.91148787515843	-88.94673988514641	13388.52822315295	246.1055366183424	-13386.26609802034
1424.403538968424	-88.95193868482913	-88.98721006427731	13369.33193482681	236.3109433810132	-13367.24330300074
1425.18618752154	-88.94118435797057	-88.97647511752162	13355.3575551121	238.5658047879806	-13353.22664308802
1425.969266106414	-88.95692708881602	-88.99223723911842	13338.26536792016	234.5916956963718	-13336.20222407296
1426.752774959331	-88.94219654554196	-88.97752609725016	13324.51062705393	237.7704150039422	-13322.38900048419
1427.536714316703	-88.93527217047321	-88.97062113424741	13307.19795948747	239.0649286529246	-13305.05037543547
1428.321084415074	-88.92811238644522	-88.96348077295148	13284.08433346198	240.3049213663929	-13281.91063526995
1429.105885491118	-88.92481470478165	-88.96020252469198	13273.07811956408	240.8651331810586	-13270.89246266687
1429.891117781638	-88.9173628115969	-88.9527700755891	13250.0373466841	242.1655339020722	-13247.82418145385
1430.676781523569	-88.9422176100653	-88.97764432882302	13238.17240782697	236.2024319520482	-13236.06501610246
1431.462876953975	-88.88759550526474	-88.92304168947754	13215.98728391707	248.3992602132488	-13213.65270075551
1432.24940431005	-88.91767312671492	-88.95313878707822	13199.01362103142	241.1480695586529	-13196.81053045474
1433.036363829118	-88.92405057685976	-88.95953572407484	13186.59709002179	239.4492097263942	-13184.42288803467
1433.823755748634	-88.9069914814136	-88.94249612618768	13172.64511899288	243.1127121766539	-13170.40149881942
1434.611580306184	-88.91949948573492	-88.95502363878104	13149.45859716336	239.8101874905073	-13147.27167409608
1435.399837739484	-88.94966900024498	-88.9852126722821	13129.33070290049	232.5264087963109	-13127.27146726759
1436.188528286381	-88.92391419698556	-88.95947739873851	13111.09704430872	238.0915844252627	-13108.93504838233
1436.977652184852	-88.92441952850912	-88.96000227070864	13104.65760686311	237.8546185294579	-13102.49885226324
1437.767209673004	-88.91820341688606	-88.95380571026877	13080.12912253264	238.8238035614338	-13077.94865615319
1438.557200989077	-88.93367567447618	-88.96929752978461	13070.65323035738	235.1172824450985	-13068.53839309307
1439.347626371441	-88.89222218633859	-88.92786361432117	13047.92705266782	244.1426069920398	-13045.64274994498
1440.138486058597	-88.8886102822176	-88.92427129362868	13036.23687099111	244.7410695655295	-13033.93929575614
1440.929780289175	-88.9254913167471	-88.96117192234691	13012.70839601506	235.9201034276759	-13010.56960722779
1441.721509301939	-88.87783076677675	-88.91353097733143	13004.49600759451	246.5824789355799	-13002.15803213541
1442.513673335784	-88.89518332617538	-88.93090315245702	12982.05500174366	242.221483573167	-12979.7950993532
1443.306272629735	-88.90266927018885	-88.93840872297544	12964.92319612003	240.2037639077135	-12962.69785318996
1444.099307422948	-88.91707146465141	-88.95283055472687	12946.2130300683	236.5989974362113	-12944.05086262884
1444.892777954711	-88.93176465150249	-88.96754338965665	12932.81826619833	233.0337628878674	-12930.71860230001
1445.686684464445	-88.905790271559	-88.94158866858761	12916.2601633082	238.5854375282248	-12914.05643457012
1446.4810271917	-88.90158977419374	-88.93740784089853	12900.65977383593	239.2384613163751	-12898.4412840814
1447.275806376159	-88.89976509764499	-88.93560284483357	12877.83557369373	239.2208162575063	-12875.61347913803
1448.071022257637	-88.89712283232004	-88.93298027080601	12853.99880342493	239.3662789982193	-12851.76987900609
1448.86667507608	-88.87916685743014	-88.915043998033	12845.01847952235	243.219433667209	-12842.71560248677
1449.662765071566	-88.86847427650031	-88.9043711300455	12826.07817544207	245.2495672538404	-12823.73323226561
1450.459292484304	-88.8886231368176	-88.92453971413656	12817.82016086688	240.5804964290944	-12815.56220776379
1451.256257554637	-88.88425064493235	-88.92018695686239	12792.25995477451	241.0724066872828	-12789.98822693991
1452.05366052304	-88.89032823745684	-88.92628429484132	12778.85358638531	239.4600934314872	-12776.60979469619
1452.851501630118	-88.89198003013688	-88.92795584382503	12763.57556359012	238.8015022634339	-12761.34142674631
1453.649781116609	-88.89203735274086	-88.92803293358793	12749.45091688278	238.5200846492614	-12747.21957335097
1454.448499223384	-88.87835446615327	-88.91436982502046	12727.73520304249	241.1484184016392	-12725.45051615343
1455.247656191447	-88.87467618774116	-88.91071133549563	12714.21493361745	241.7039446626446	-12711.91726614658
1456.047252261932	-88.86924066086367	-88.90529560837857	12693.04520157272	242.5010544109169	-12690.72849476254
1456.847287676108	-88.86455316271564	-88.90062792087006	12679.51689381651	243.2753623587813	-12677.1828794353
1457.647762675375	-88.86195509969856	-88.89804967937762	12664.0796707597	243.5489395876586	-12661.73755143325
1458.448677501266	-88.8980338882818	-88.93414830037651	12643.20815199123	235.1832507151182	-12641.02057640761
1459.250032395447	-88.86028339083417	-88.89641764624163	12626.51556465244	243.1861178924026	-12624.17347062669
1460.051827599717	-88.89175633872335	-88.92791044834657	12606.10198128089	235.8652192576714	-12603.89522174786
1460.854063356007	-88.86006977600455	-88.89624375075257	12592.76465632034	242.5742894918336	-12590.42808658817
1461.656739906381	-88.85438565222528	-88.89057950301313	12573.98410270476	243.4553492669567	-12571.62701117025
1462.459857493037	-88.86617731704368	-88.90239105479236	12561.11633228589	240.6172059310363	-12558.81152312707
1463.263416358305	-88.86772624850059	-88.90395988413714	12536.03908449437	239.7936438662069	-12533.74544724488
1464.06741674465	-88.88656456094608	-88.92281810540352	12522.23651795434	235.4088203077761	-12520.02356622824
1464.871858894668	-88.86622831921366	-88.90250178343105	12505.58785080438	239.5293543760404	-12503.2936933665
1465.676743051088	-88.85835302461736	-88.8946464195397	12495.34740899497	241.0460312824088	-12493.02219970333
1466.482069456775	-88.86183507926215	-88.89814841584052	12471.66022116694	239.8269414888154	-12469.35410157133
1467.287838354726	-88.83005634959504	-88.86638963878652	12455.55586695731	246.4200001256294	-12453.11804884354
1468.094049988071	-88.83330286895043	-88.86965612171809	12445.29664797709	245.5076534558528	-12442.87485464049
1468.900704600074	-88.83672004431554	-88.87309327162853	12418.84656334871	244.2410172616026	-12416.44459132666
1469.707802434133	-88.84630620432686	-88.88269941716032	12407.79762944034	241.9438398975002	-12405.4385328162
1470.515343733779	-88.85134376173293	-88.88775697106803	12392.06963121238	240.5435014004656	-12389.73480623174
1471.323328742677	-88.84917350255712	-88.88560671938104	12368.78553075688	240.555631950397	-12366.44607370273
1472.131757704628	-88.82338315906446	-88.85983639437049	12354.50834052254	245.833658951327	-12352.06226296514
1472.940630863564	-88.82263329785312	-88.85910656264053	12340.13410402088	245.7047932196286	-12337.68774364987
1473.749948463551	-88.84437266453754	-88.88086596981167	12316.70758461041	240.5617001252985	-12314.35811535593
1474.559710748792	-88.86888678610562	-88.90540014287785	12298.02555636866	234.9317575383671	-12295.78137632565
1475.369917963623	-88.83047635671554	-88.86700977600327	12288.98625216343	242.991613416269	-12286.58366600217
1476.180570352511	-88.81517048624401	-88.85172397907077	12261.91091429875	245.7269256240977	-12259.44850098169
1476.991668160062	-88.84327438973114	-88.87984796712639	12249.14978103179	239.4598014602805	-12246.8089460739
1477.803211631014	-88.84198061273088	-88.87857428573028	12233.00918598711	239.4161543823776	-12230.6661163432
1478.61520101024	-88.85960514471498	-88.89621892436016	12213.03760798555	235.2649024184704	-12210.77139413229
1479.427636542747	-88.82372269130214	-88.86035658864087	12198.56796947917	242.619981218	-12196.15496993692
1480.240518473677	-88.83842048686638	-88.87507451295244	12183.98331930342	239.2007392648438	-12181.63505164225
1481.053847048308	-88.82158413273501	-88.85825829862826	12163.48737088966	242.3676193359584	-12161.07244279425
1481.86762251205	-88.82054857571242	-88.85724289247884	12150.03932223388	242.3149381649293	-12147.62277166079
1482.68184511045	-88.83309711340694	-88.86981159211852	12134.38622630446	239.3414215016098	-12132.02558409275
1483.49651508919	-88.81360509859059	-88.85033975032546	12122.55838159606	243.2271352100191	-12120.11808011384
1484.311632694085	-88.83299061043596	-88.86974544627832	12095.89016371307	238.5960778567484	-12093.53673514254
1485.127198171087	-88.82310743916445	-88.85988247020461	12074.56171275311	240.2534900614018	-12072.1712552298
1485.943211766282	-88.82390739245061	-88.86070262978492	12066.93934082147	239.929126128999	-12064.55382803276
1486.759673725893	-88.80748163401975	-88.84429708875072	12045.21844548987	242.9454698869261	-12042.76815762185
1487.576584296275	-88.82550515443614	-88.86234083767233	12033.07962097034	238.9119038703694	-12030.70763782417
1488.393943723922	-88.81447511985593	-88.85133104271206	12017.4570431532	240.9105048783385	-12015.04206870171
1489.211752255461	-88.82030563855237	-88.85718181214921	12002.96529151657	239.3945528704481	-12000.57773765111
1490.030010137656	-88.84024182140909	-88.87713825687354	11985.20779794541	234.8666866030008	-11982.90630854868
1490.848717617405	-88.82734471433469	-88.86426142279976	11965.82133551531	237.1754961672206	-11963.4705674186
1491.667874941743	-88.81252928151365	-88.84946627411848	11947.94614719736	239.905823726905	-11945.53733961224
1492.48748235784	-88.80336406999811	-88.84032135788796	11928.85886532655	241.4261304872463	-11926.41552405406
1493.307540113003	-88.82167597060025	-88.8586535649265	11909.67906049033	237.228132325676	-11907.31616012253
1494.128048454672	-88.80952146529181	-88.84651937721196	11896.37297133102	239.4820160394659	-11893.96225977739
1494.949007630427	-88.79051742657053	-88.82753566724821	11878.46662086305	243.0564098652464	-11875.9796583095
1495.770417887981	-88.79415387682278	-88.83119245742778	11861.43841616457	241.9511049302738	-11858.9704849657
1496.592279475185	-88.80056405967109	-88.83762299137928	11842.77469537554	240.2415131915505	-11840.33768525064
1497.414592640024	-88.79223077969912	-88.8293100736926	11833.25059693202	241.7648124251635	-11830.78059408022
1498.23735763062	-88.77796043138032	-88.81506009884721	11811.74336055779	244.2624646260397	-11809.21746196825
1499.060574695234	-88.78471547406835	-88.82183552620307	11793.9409575343	242.4999391083926	-11791.44762483969
1499.884244082259	-88.79269543397866	-88.82983588198165	11774.75450236852	240.4616449630027	-11772.29891687896
1500.708366040229	-88.80587485255761	-88.84303570763551	11759.35599373022	237.4386130237439	-11756.95863275551
1501.532940817811	-88.79649122257185	-88.83367249593748	11739.24870810218	238.95063800256	-11736.81655404381
1502.357968663809	-88.78755454771984	-88.82475625059216	11722.4271603252	240.4320758653613	-11719.96121776967
1503.183449827166	-88.75665066724218	-88.79387281084632	11711.4696133476	246.5186581768807	-11708.87479886667
1504.00938455696	-88.80685207607402	-88.84409467164126	11693.2169155495	235.887093415776	-11690.8374000006
1504.835773102408	-88.75724487721317	-88.79450793598099	11679.29237741473	245.7119121525356	-11676.70741662067
1505.662615712859	-88.76369280934152	-88.80097634255357	11656.08147002396	243.9079716663825	-11653.52925671848
1506.489912637804	-88.76652235895575	-88.80382637786182	11640.42199030383	243.0013938439275	-11637.88530768966
1507.317664126868	-88.77157014266407	-88.80889465852016	11628.46940633698	241.7234657800583	-11625.95675633651
1508.145870429817	-88.78803372604099	-88.82537875010934	11612.21898356116	238.0455219041953	-11609.77881148817
1508.97453179655	-88.79989804653087	-88.83726359007979	11594.73715866212	235.2825607191956	-11592.34971414689
1509.803648477105	-88.76081522700312	-88.79820130130717	11575.78448177931	242.7882603618473	-11573.23810474982
1510.633220721657	-88.75238828753996	-88.78979490387994	11561.31449992284	244.1806621396435	-11558.73560431085
1511.463248780521	-88.77351026258725	-88.81093743225009	11542.28542930697	239.5205113205711	-11539.79994871006
1512.293732904144	-88.79234197316626	-88.82978970744513	11522.23453679342	235.3140173191557	-11519.83142385896
1513.124673343117	-88.75401236740841	-88.79148067760266	11507.95014939762	242.715065785182	-11505.39030358647
1513.956070348164	-88.76639438511184	-88.80388328252705	11490.31753578386	239.8564561538833	-11487.81380218114
1514.787924170149	-88.75871734895212	-88.79622684490006	11475.15491525145	241.0730308246329	-11472.62237340829
1515.620235060074	-88.72690408518665	-88.76443419098534	11458.85257479882	247.0874688350334	-11456.18828903044
1516.453003269077	-88.74287496678328	-88.78042569375694	11440.95171117443	243.5089853520429	-11438.35999745933
1517.286229048435	-88.76928619608489	-88.80685755556394	11426.37997767415	237.9287572000746	-11423.90254250665
1518.119912649564	-88.74699350855495	-88.7845855118761	11406.44565548813	241.9466093905133	-11403.87935440429
1518.954054324018	-88.77087422893715	-88.80848688744325	11396.68778714965	236.9864640859827	-11394.22353359833
1519.788654323487	-88.7627397676798	-88.80037309271998	11376.65061629064	238.1805290201925	-11374.15708001002
1520.623712899802	-88.74510431227951	-88.78275831520915	11357.51451943446	241.2708281165755	-11354.95153871934
1521.459230304931	-88.76732055505556	-88.80499524723625	11336.85799270219	236.4330690236716	-11334.39228854232
1522.295206790981	-88.74550473124063	-88.78320012404023	11323.20670610696	240.4547239682579	-11320.65332191332
1523.131642610197	-88.74806788060495	-88.78578398539752	11311.21094240956	239.6900014841558	-11308.67108403433
1523.968538014963	-88.7354113848528	-88.7731482130187	11293.94092349503	241.814195013389	-11291.35188887875
1524.805893257801	-88.72916233691949	-88.76691989984533	11274.86545707161	242.6311178611012	-11272.25448682348
1525.643708591374	-88.72143903290225	-88.75921734198086	11254.54016683131	243.7063762933609	-11251.90124241114
1526.481984268479	-88.74865033330613	-88.78644939993663	11243.94544603564	238.1340590378099	-11241.4234580569
1527.320720542057	-88.7157209721282	-88.75354080771594	11219.93001679064	244.0682702684801	-11217.2750818159
1528.159917665187	-88.7376784751079	-88.77551909106455	11211.19711572067	239.5787610621507	-11208.63697265602
1528.999575891083	-88.74538877742481	-88.78325018516826	11193.59150824903	237.6924936551218	-11191.06755997858
1529.839695473104	-88.69604407771513	-88.73392628866956	11175.39807431742	246.9244055704324	-11172.66979989076
1530.680276664744	-88.72131343068267	-88.75921645627855	11160.49599263771	241.6701115197268	-11157.8791156241
1531.521319719638	-88.71858232053464	-88.75650617220872	11135.56015316185	241.6567750783038	-11132.93770429642
1532.36282489156	-88.71981715890519	-88.75776184810049	11128.82315546205	241.2667347487667	-11126.20758337053
1533.204792434423	-88.72769253313704	-88.76565807130288	11108.63705256123	239.2985308722445	-11106.05930916356
1534.04722260228	-88.733287452716	-88.77127385130797	11092.93536845129	237.8732802985546	-11090.38463675438
1534.890115649325	-88.69332044231224	-88.73132771279222	11070.33522632605	245.1049623703612	-11067.62149608744
1535.733471829889	-88.70749008109263	-88.74551823492884	11058.08290320422	242.0955811150707	-11055.43247565386
1536.577291398444	-88.70518768593649	-88.74323673460344	11041.71637639228	242.176839481506	-11039.06023695442
1537.421574609601	-88.71314534273814	-88.7512152977166	11020.95756905488	240.1872129734786	-11018.3399766767
1538.266321718114	-88.69453023609489	-88.732621108872	11005.95213490494	243.4310879656454	-11003.2596852583
1539.111532978873	-88.73498207976066	-88.77309388182981	10985.435253973	235.2192049823705	-10982.91671846966
